LR(N/s),Refold_F(N),Refold_D(m),Time(s),Curve#,FileName,Date,F_cor,Ext_cor
5.0430e-12, 1.3465e-11, 2.4900e-08,  1.565,   6, v50b02, 2014-02-17, 1.0719, 0.9218
