LR(N/s),Unfold_F(N),Unfold_D(m),Time(s),Curve#,FileName,Date,F_cor,Ext_cor
6.9494e-12, 3.3211e-11, 6.8954e-08,  2.690,   6, v50b02, 2014-02-17, 1.0719, 0.9218
