LR(N/s),Rupture(N),Rupture_D(m),Time(s),Curve#,FileName,Date,F_cor,Ext_cor
4.5705e-12, 7.1222e-11, 3.6377e-07,  7.200,   6, v50b02, 2014-02-17, 1.0719, 0.9218
